text,label,prediction(label),confidence(fear),confidence(joy),confidence(love),confidence(sadness),confidence(anger)
ceritahariini barusan ketiduran bentar daaan mimpi serem ceritanya camp organisasi gitu salah perkemahan anehnya related banget kehidupan nyata ,,sadness,0.0,0.0,0.0,1.0,0.0
situasi membuatmu marah menciptakan lubang hitam blackholecreator ,,sadness,0.0,0.0,0.0,1.0,0.0
banget,,love,0.0,0.0,1.0,0.0,0.0
ngerasain bahagia sederhana pribadi ngeliat orang ngerasain bahagia jalanin sebahagia good vibes ngejalaninnya thanks ,,joy,0.0,1.0,0.0,0.0,0.0
heran rkhup ngawur keknya merancang ngawur sampe sampe mempertimbangkan melibatkan anggota perancang ,,anger,0.0,0.0,0.0,0.0,1.0
kali menambah pengetahuan hubungannya ketakutan ditakuti penakut camkan ,,anger,0.0,0.0,0.0,0.0,1.0
ngerasa hidup udah enak ,,love,0.0,0.0,1.0,0.0,0.0
kaya kebalik gitu socmed escape ekspresiin kegilaan skrg berhubung socmed serem dunia nyata ,,anger,0.0,0.0,0.0,0.0,1.0
berbicara henti cintai ,,joy,0.0,1.0,0.0,0.0,0.0
selamat siang sayang makan siang buatin makan siang ,,sadness,0.0,0.0,0.0,1.0,0.0
intinya seleksi lalui dunia ,,sadness,0.0,0.0,0.0,1.0,0.0
trima kasih sparing footballl unitedindonesia unitedtogether uici unitedindramayu indramayu regency ,,joy,0.0,1.0,0.0,0.0,0.0
beliau bilang ,,sadness,0.0,0.0,0.0,1.0,2.1322757477881022e-200
percayalah,,love,0.0,0.0,1.0,0.0,0.0
ngeri popok seklai pakai pemicu utama infeksi saluran kencing lengah kepraktisan popok pakai perhatikan ,,anger,0.0,0.0,0.0,0.0,1.0
amarah membuatku kehilangan kendali diriku ,,anger,0.0,0.0,0.0,0.0,1.0
setia mendampingi berusaha melucu bikin ketawa menganggap anak cemburu laki gadisnya cinta ,,joy,0.0,1.0,0.0,0.0,0.0
jujur dihina remehin hina sodaraw mama sepupu setan dengkii smua lina sumpahin mampus kaya belagu kaya kali norak kebongkar tipu annya liatin sukses ahahhah najisin sepupu ,,anger,0.0,0.0,0.0,0.0,1.0
momen amarahmu memenuhi pikiranmu sulit memusatkan perhatian ðÿªï mindconsumed ,,sadness,0.0,0.0,0.0,1.0,0.0
merasakan hampa tergambarkan ,,sadness,0.0,0.0,0.0,1.0,0.0
titip salam masbro username shooting bawa bambu ganjel biar ngejoprak username inisahurtiketcomharike ,,joy,0.0,1.0,0.0,0.0,0.0
sedih membuatku hancur rapuh ,,sadness,0.0,0.0,0.0,1.0,0.0
bermasalah teman ,,anger,0.0,0.0,0.0,0.0,1.0
sehari,,fear,1.0,0.0,0.0,0.0,0.0
kalo pelajaran bindo ,,anger,0.0,0.0,0.0,5.389215268533002e-145,1.0
tolong wagub username username malu umatnya ,,sadness,0.0,0.0,0.0,1.0,0.0
sekelas emerson gitu kelakuannya ,,joy,0.0,1.0,0.0,0.0,0.0
puncak marah memaki peduli mencoba mencari perhatiannya ,,sadness,0.0,0.0,0.0,1.0,0.0
username username cerita satinah kayaknya emang beda reply bilangnya ,,fear,1.0,0.0,0.0,0.0,0.0
jengjeng nyanyi pakai okulele simak simak susah ,,fear,1.0,0.0,0.0,0.0,0.0
bucin,,love,0.0,0.0,1.0,0.0,0.0
series kelar ditonton ,,joy,0.0,1.0,0.0,0.0,0.0
hancur negara dikelola amatiran ,,sadness,0.0,0.0,0.0,1.0,0.0
bobotoh lucu kalo menyalahkan berpakaiannya ,,anger,0.0,0.0,0.0,1.674054117597536e-136,1.0
emak kate emak kate perhatian banget anak anaknya banget emakku nongol grup semangat sehat sayang emak ,,sadness,0.0,0.0,0.0,1.0,0.0
teriak teriak ganti presiden gimana pulang kampung kereta bagus stasiun kereta kereta apinya bagus coba copetnyaaahh calonyaaahh ,,anger,0.0,0.0,0.0,0.0,1.0
saking sibuknya lupa rilis sibuk sibuk nyari kesibukan baca ebook heran accounting kerjaan ,,joy,0.0,1.0,0.0,0.0,0.0
username username username lebihnya speak dikatain lebay ,,anger,0.0,0.0,0.0,0.0,1.0
drpd keseel mikirin omongan nyokap kmrn nyantai tenangin otak ngadem nongki balkot sampe sore ,,anger,0.0,0.0,0.0,0.0,1.0
francey terkejut mendengarmu meneriakinya jiwanya melompat menonton jumpscare film horror wajah francey berubah ,,joy,0.0,1.0,0.0,0.0,0.0
bilang milih sopir mobil bener ,,anger,0.0,0.0,0.0,0.0,1.0
,,love,0.0,0.0,1.0,0.0,0.0
,,love,0.0,0.0,1.0,0.0,0.0
seneng banget refreshing seneng banget gitu mencari udara segar kalo udah terlaku sumpek mending gausah lebay pulang kesini udah kaya ,,joy,0.0,1.0,0.0,1.1474234714913775e-297,0.0
amarah membuatku meledak sekejap ,,anger,0.0,0.0,0.0,0.0,1.0
username bayar pakai tokopedia ,,fear,1.0,0.0,0.0,0.0,5.468884475147616e-290
username username kalo puasa suci bersih ,,fear,1.0,0.0,0.0,0.0,2.5045759626069374e-260
vallen kadang mikir ,,sadness,0.0,0.0,0.0,1.0,2.2425468921648872e-163
amarah membuatku kehilangan kendali diriku ,,anger,0.0,0.0,0.0,0.0,1.0
jual permen ting ting dimana kangen permen ,,fear,1.0,0.0,0.0,0.0,0.0
username username username username username username username klau berita posttingan juned trus mnghadirin acara jngn pura ediot menghadiri acara politikus pecun ,,joy,0.0,1.0,0.0,0.0,0.0
username ngeri kalo keterima keliatan gobloknya kuliah ngeri gitu skripsi dibikinin orang cari kerja pake orang ,,anger,0.0,0.0,0.0,0.0,1.0
cinta menghargai momen habiskan ,,love,0.0,0.0,1.0,0.0,0.0
allah smoga manusia super hero ,,joy,0.0,1.0,0.0,0.0,0.0
alah barusan senyumnya jarak meter lemas malam ketemu ,,fear,1.0,0.0,0.0,0.0,0.0
berani manasin gegara diceritain siska something dasar apel siska bikin takut ,,fear,1.0,0.0,0.0,0.0,0.0
marah membuatmu menghancurkan jalurmu pathofdestruction ,,anger,0.0,0.0,0.0,0.0,1.0
menghancurkan mataku amarah ,,anger,0.0,0.0,0.0,0.0,1.0
pacar pacar nasehatin ngebentak ,,anger,0.0,0.0,0.0,0.0,1.0
,,love,0.0,0.0,1.0,0.0,0.0
kalo perduli ,,love,0.0,0.0,1.0,0.0,0.0
berhadapan menakutkan facingeverything ,,fear,1.0,0.0,0.0,0.0,0.0
momen berjuang melawan gelombang ketakutan menghantam ðÿðÿ fightingfear ,,fear,1.0,0.0,0.0,0.0,0.0
baby username anak mamih cantik engkau tinggalkan mamih sayang mamih kering tanpamu love rien sayang ,,sadness,0.0,0.0,0.0,1.0,0.0
pilih jokowi ,,love,0.0,0.0,1.0,0.0,0.0
rupiah jatuh anjlok ramai menyalah nyalahkan pemerintah ,,anger,0.0,0.0,0.0,0.0,1.0
oldmoneygakngerasain paniknya benda dibagikan guru dikelas rela kekantin jaga benda karna malu nilainya ,,fear,1.0,0.0,0.0,0.0,0.0
username pake shopee kalo ,,sadness,0.0,0.0,0.0,1.0,0.0
katherine sofia bener ngrasa capek kerjaan ,,sadness,0.0,0.0,0.0,1.0,2.9245525848567208e-53
momen berteriak melepaskan amarahmu screaminginside ,,anger,0.0,0.0,0.0,0.0,1.0
momen mengguncangkan realitas amukanmu ðÿðÿ realityshaker ,,anger,0.0,0.0,0.0,0.0,1.0
wkwkw kalo nanya santai mengeluarkan komentar dunia indah ,,joy,0.0,1.0,0.0,0.0,0.0
menyepelakan kalimat ,,love,0.0,0.0,1.0,0.0,0.0
keira knightleeeeeyy demen cowo diem cool gitu gerak geriknya darcy bikin geli geli gitu hahaha ,,joy,0.0,1.0,0.0,0.0,0.0
pelajaran berharga perang saudara palestina israel saudara mengasihi menyayangi bunuh berkelanjutan provokator ketigalah menang ,,love,0.0,0.0,1.0,0.0,0.0
percayalah hati ,,love,0.0,0.0,1.0,0.0,0.0
terhubung nilai impian ,,joy,0.0,1.0,0.0,0.0,0.0
barusan diejek anak anak twitter udah ketinggalan zaman jokes copas instagram twitter kebanyakan user dewasa kontennya bagus instagram ,,sadness,0.0,0.0,0.0,1.0,0.0
,,love,0.0,0.0,1.0,0.0,0.0
username jungkook firstly ,,love,0.0,0.0,1.0,0.0,0.0
marah membumbung ketidakadilan sekitarmu unjustacts ,,anger,0.0,0.0,0.0,0.0,1.0
pake kirim paket beli olshop jastip kota sampe beda pulau maksimal sampe pake mobil susah cari alamat bingung gabisa masuk kompleks gang malem dibelain jalan rumah sampe paketan terkirim ,,fear,1.0,0.0,0.0,0.0,0.0
dihargai diterima ,,joy,0.0,1.0,0.0,0.0,0.0
username jujur takut ,,fear,1.0,0.0,0.0,0.0,0.0
ngomel karna diginiin trus bang ojolnya nyolot ikutan macet jalan normal rugi neng bensinnya muter baliknya rugi ,,joy,0.0,1.0,0.0,0.0,0.0
damai taik soekarno membubarkan partai islam masyumi dizaman soeharto bolehkan masyumi keluarga bintang partai bintang begok dungu cebong ,,anger,0.0,0.0,0.0,0.0,1.0
mendengar suara berderak genting ,,sadness,0.0,0.0,0.0,1.0,0.0
momen perasaan takut melanda mendalam kehilangan nafas breathlessfear ,,sadness,0.0,0.0,0.0,1.0,0.0
username terlepas lepas tangan peran promoter project creators laku didukung backers featured project ,,sadness,0.0,0.0,0.0,1.0,0.0
kali liat langsung penampakan lupa seumur hidup sejarahnya mengerikan heran orang lihat kaya akupun lihat cobain kesana ,,fear,1.0,0.0,0.0,0.0,0.0
momen berhasil menaklukkan tantangan teknologi rumit momen kepuasan techtriumph ,,joy,0.0,1.0,0.0,0.0,0.0
barusan temen satunya cerita minjem duit janji kaga dibayar ,,anger,0.0,0.0,0.0,0.0,1.0
pelajari akun kerap memposting foto seronok ,,sadness,0.0,0.0,0.0,1.0,0.0
udah pacar trus pergi nonton bioskop orang nontonnya pacar mulu ,,sadness,0.0,0.0,0.0,1.0,0.0
emang bener fromm cinta sempurna didasari knowledge ,,love,0.0,0.0,1.0,0.0,0.0
happy birthday sender wish best ,,joy,0.0,1.0,0.0,0.0,0.0
berdoa dimanapun dasarnya kangen usahain minggu ketemu papalove much daddy sayang papaa bersyukur papa masi hidup papa slalu sayang ,,love,0.0,0.0,1.0,0.0,0.0
setuju korupsi takut bicara takut ditelanjangi berani bicara ,,anger,0.0,0.0,0.0,0.0,1.0
orang kalo seneng ngobrol ngobrolnya pura ngapain ,,joy,0.0,1.0,0.0,0.0,0.0
ketawa,,love,0.0,0.0,1.0,0.0,0.0
situasi membuatmu marah mengguncang dunia shaketheworld ,,anger,0.0,0.0,0.0,0.0,1.0
ilcbpip travel meler anti asing bicara pake gaya asing mulut bikin kiyai ,,sadness,0.0,0.0,0.0,1.0,0.0
giliran lantai produksi mastiin nanyain langsung tulis digangguin ,,anger,0.0,0.0,0.0,0.0,1.0
membalas status bang ,,joy,0.0,1.0,0.0,0.0,0.0
suka bilang ,,love,0.0,0.0,1.0,0.0,0.0
melawan dorongan menghancurkan ,,anger,0.0,0.0,0.0,0.0,1.0
ngapain rame mikir nyari baju lebaran ,,sadness,0.0,0.0,0.0,1.0,0.0
sialan teman hahaha ,,anger,0.0,0.0,0.0,0.0,1.0
menamai,,love,0.0,0.0,1.0,0.0,0.0
indah bibir umat manusia ,,love,0.0,0.0,1.0,0.0,0.0
tamu terimakasih acara ,,love,0.0,0.0,1.0,0.0,0.0
nona takut ,,sadness,0.0,0.0,0.0,1.0,0.0
menemukan brilian muncul ,,love,6.561228152638037e-131,0.0,1.0,0.0,0.0
definitely caca ,,anger,0.0,0.0,0.0,0.0,1.0
merasakan cinta terindah ketahuilah tiada cinta indah cinta kekasih ,,love,0.0,0.0,1.0,0.0,0.0
liat bener bener dengerin seksama nissa sabyan daun asli rusak rusaknya suara flawless bening benerrr kaya gelas beling abis dicuci pake unlight bersih bersinar gitu heran ,,joy,0.0,1.0,0.0,0.0,0.0
sayang,,love,0.0,0.0,1.0,0.0,0.0
mbak hobi carmuk pahlawan kebengenan serah serah ,,anger,0.0,4.043917460383991e-307,0.0,3.551586414555684e-112,1.0
cinta berbicara mata wordlesslove ,,love,0.0,0.0,1.0,0.0,0.0
kalo konteks suka pake alesan kayak suka ganteng kalo konteks sayang ,,sadness,0.0,0.0,0.0,1.0,0.0
semenjak status udah kali dikomen hahaha karna jarang ngobrol baca udah gemesh ,,sadness,0.0,1.668209263206e-312,0.0,1.0,0.0
please username jaringan wifi telkom lemot serumah beda lantai ,,anger,0.0,0.0,0.0,0.0,1.0
surat edaran maintain daerah sampe listrik hidup telat dikit bayar tagihan langsung denda mati listrik mulu dapet potongan username ,,sadness,0.0,0.0,0.0,1.0,0.0
susahnya mengapresiasi dilakuin oranglain ngasih ,,love,0.0,0.0,1.0,0.0,0.0
username username username anggap saudara mreka membubarkan acara ustadz tausiah ilmu mikir dikit napa ,,anger,0.0,0.0,0.0,0.0,1.0
nggak ngerti ciwi ciwi nyinyirin vallen korban sesusah support gurlzz ,,joy,0.0,1.0,0.0,0.0,0.0
berani berbuat salah berani maaf manusia disetiap ,,anger,0.0,0.0,0.0,0.0,1.0
ngehujat membiarkan sexual harassment merajalela goblok dilecehin suruh marah ,,anger,0.0,0.0,0.0,0.0,1.0
kangen,,love,0.0,0.0,1.0,0.0,0.0
menghancurkan sekitarku amarahku ,,anger,0.0,0.0,0.0,0.0,1.0
berfikir tersenyum bahagia berfikir mencoba bertahan sngt keras dlmnya sngt sngt egois qyara kuharap dimasa depn bertemu sosok sepertiku sngt memuakan ,,sadness,0.0,0.0,0.0,1.0,0.0
momen terhubung emosi pikiran ,,love,0.0,0.0,1.0,0.0,0.0
seneng banget dengernya congrats sidang nungguin wisuda digandeng yuhoee ,,sadness,0.0,0.0,0.0,1.0,0.0
terima kasih temen basis username bersedia meluangkan panitia semoga allah senantiasa rezeki halal berkah ,,anger,0.0,0.0,0.0,0.0,1.0
jalan rame orang jualan liat dagang baju baju tulisannya gantipresiden gila mesti sampe kaya gitunya kadang bingung orang indonesia bersyukurnya ,,anger,0.0,0.0,0.0,0.0,1.0
self titled idris haikal jago bikin ambience nada sigmun ,,joy,0.0,1.0,0.0,0.0,0.0
berharap pindah rumah ,,sadness,0.0,0.0,0.0,1.0,0.0
dear username sang penerima penghargaan travel tourism awards predilat bintang skytrax berkali telpon call center email pengaduan customer care nomor pengaduan complain ditindak lanjuti ,,anger,0.0,0.0,0.0,0.0,1.0
manfaat pengecut ,,joy,0.0,1.0,0.0,0.0,0.0
,,love,0.0,0.0,1.0,0.0,0.0
sampe kepikiran mahasiswa suicide skripsi pressure orang takut kalo kayak ,,joy,0.0,1.0,0.0,0.0,0.0
hati terbakar kemarahan sulit kutahan ,,anger,0.0,0.0,0.0,0.0,1.0
username username presiden badan executive badan legislative ,,sadness,0.0,0.0,0.0,1.0,0.0
kebiasaan kekamar mandi malem berhubung kamarmandinya dibenerin pake kamarmandi kamarmandinya serem scared ,,joy,0.0,1.0,0.0,0.0,0.0
seharian surabaya macet lampu merah dibikin samping bank mega darmo darmo macet bukanya lancar curcol surabaya surabayamacet ,,anger,0.0,0.0,0.0,0.0,1.0
modern gaya hidupmu ,,sadness,0.0,0.0,0.0,1.0,0.0
sekedar mencoba sempurna memperpanjang durasinya sajak detik sajakrindu diam tanyajawab janganpergi ,,joy,0.0,1.0,0.0,0.0,0.0
username username rakyat geruduglah kantor media pukullah wartawannya silakan melanggar hukum username ,,anger,0.0,0.0,0.0,0.0,1.0
terserahlah ngatain ,,anger,0.0,0.0,0.0,3.867123336143523e-45,1.0
survey cewek bilang cowok omonganya pegang mitos gaes cewek ,,fear,1.0,0.0,0.0,0.0,0.0
momen perasaan takut membuatmu terjebak labirin kecemasan berujung eternalanxiety ,,fear,1.0,0.0,0.0,0.0,0.0
username aneh honorer karyawan diatur ketenaga kerjaan kewajiban kayaknya kelapangan memonitor sistem kerja skpd ,,anger,0.0,0.0,0.0,0.0,1.0
stress gigi susu goyang takut kalo copot gabisa tumbuh huhuhuhuhu tolong ,,sadness,0.0,0.0,0.0,1.0,0.0
kalo bisnis udah makan uang rumah tangga ngegerus ,,fear,1.0,0.0,0.0,4.023461252091367e-89,0.0
makasih udah bertahan sampe rumahnya jarang aktif sayang roro pake banget ,,love,0.0,0.0,1.0,0.0,0.0
username memegang peraturan ,,joy,0.0,1.0,0.0,0.0,0.0
tnya nawarin ,,joy,0.0,1.0,0.0,0.0,0.0
uang candu bikin hepi kalo ,,fear,1.0,0.0,0.0,0.0,0.0
membenci,,sadness,0.0,0.0,0.0,1.0,0.0
bukti numpuk deflasi keberanian lihat munir buktinya lihat udin ,,love,0.0,0.0,1.0,0.0,0.0
bundling ditawarkan weekdays momentum harga harga hotel singapura bertarif viwihotdealsformiddleeast ,,fear,1.0,0.0,0.0,0.0,0.0
sudi,,anger,0.0,0.0,0.0,0.0,1.0
diam omongin ndak diam hahah bagusan ndak diam diam ngoceh ,,sadness,0.0,0.0,0.0,1.0,0.0
momen mengenal eternalconnection ,,love,0.0,0.0,1.0,0.0,0.0
baguslah ateis muridnya mumun mengaku menyembah teori darwin konyol tahayul selamat ,,anger,0.0,0.0,0.0,0.0,1.0
cinta menghargai momen habiskan ,,love,0.0,0.0,1.0,0.0,0.0
kesendirian memaksaku berjalan ,,sadness,0.0,0.0,0.0,1.0,0.0
username username berisik emamg mendingan sumpel kntr sepi jepangnya doyan dgrin lagu sumpelan bosen abisnya ,,joy,0.0,1.0,0.0,0.0,0.0
pemerintah mungsuh pemerintah teliti ,,anger,0.0,0.0,0.0,0.0,1.0
happy wedding elizasekar semoga langgeng kakek nenek wedding weddingparty weddingtradisional adatjawa ,,joy,0.0,1.0,0.0,0.0,0.0
like circle stupidity atlit diurusin ,,joy,0.0,1.0,0.0,0.0,0.0
waallahu alam ,,love,0.0,0.0,1.0,0.0,0.0
kawan mengeluh disuruh bapaknya ,,joy,0.0,1.0,0.0,0.0,0.0
tipe orang kepala langsung dikeluarin koar koar social media tere liye mario teguh mengeluarkan bijak menginspirasi terpuruk bahagia actually koar koar ,,anger,0.0,0.0,0.0,0.0,1.0
kabur bangga ,,anger,0.0,0.0,0.0,0.0,1.0
beda banget tanah rantau bener bener sadar kalo orang bahagia ,,love,0.0,0.0,1.0,0.0,0.0
dsuruh berdoa mudah besok pagi cewek cantik ,,anger,0.0,0.0,0.0,0.0,1.0
kasian anas orang percaya ente korupsi fakta kasasi artidjo pensiun maksudnya ente mengharap putusan artidjo nambah hukuman ditelikung hakim ,,anger,0.0,0.0,0.0,0.0,1.0
jaman hutang tembus ,,fear,1.0,0.0,0.0,0.0,0.0
beuh cikarang penuhnya sesak petugas kemana penuh sesak gitumah jalan kesana kemari atuh petugasnya lapor gimana pelecehan hajar ditempat pelakunya ,,sadness,0.0,0.0,0.0,1.0,0.0
baiklah sembari menikmati hidangan performance oppa ganteng tepuk tangannya meriah ,,joy,0.0,1.0,0.0,0.0,0.0
username,,love,0.0,0.0,1.0,0.0,0.0
soan ngeprank keseel ,,love,0.0,0.0,1.0,0.0,0.0
kalinya pergi kehotel pakai mandi pakai sendal jepit udah gembel ,,sadness,0.0,0.0,0.0,1.0,0.0
ceritanya semalam bubar ,,fear,1.0,0.0,0.0,0.0,0.0
cinta energi habis ,,love,0.0,0.0,1.0,0.0,0.0
momen meluapkan kemarahanmu ,,anger,0.0,0.0,0.0,0.0,1.0
otak goblok diajak bicara kemanapun menang kiri kanan salah salah kecuali ngikut bener itupun mslh disalahin serah ,,sadness,0.0,0.0,0.0,1.0,0.0
warga,,anger,5.288927226103057e-166,0.0,0.0,0.0,1.0
frustrasi marah situasi kunjung membaik frustration ,,anger,0.0,0.0,0.0,0.0,1.0
ngecengin gaes username username username ,,fear,1.0,0.0,0.0,0.0,0.0
kali ngetwit muncul friendster marak merajalela dimana kenakalan remaja berangsur angsur melebur meraih cita indahnya thankyoutwitter harijaditwittersaya ,,sadness,0.0,0.0,0.0,1.0,0.0
rindu bisik telingaku seraya semoga kelak anak berguna orang semoga menyayangi orang ,,sadness,0.0,0.0,0.0,1.0,0.0
mkasih selamat ulang ,,love,0.0,0.0,1.0,0.0,0.0
username username username username emang bener emang kamun pintar emang pendidikan amrik nilai emang ornah rektor emang kontribusi terhadp negara jwbnnya ,,anger,0.0,0.0,0.0,0.0,1.0
alhamdulillaaaaah alloh engkau kesempatan kebanggan orang senantiasa kasih sayang semoga kedepannya kebahagiaan kepda ,,sadness,0.0,0.0,0.0,1.0,0.0
pikiranku penuh kengerian mendekati rumah ditinggalkan ,,fear,1.0,0.0,0.0,0.0,0.0
kali baca kisah zaman nabi ,,joy,0.0,1.0,0.0,0.0,0.0
bersamamu,,love,0.0,0.0,1.0,0.0,0.0
lucky,,joy,0.0,1.0,0.0,0.0,0.0
piyik asai nanami sayang cinta yaallah bangganya diriku sayang yaallah deep voicenya bagus bngt yaallah yaallah lucu bngt manusia ,,fear,1.0,0.0,0.0,0.0,0.0
dasar mental maling diringkus salam metal maling maling ,,anger,0.0,0.0,0.0,0.0,1.0
,,love,0.0,0.0,1.0,0.0,0.0
sabar sayang ,,love,0.0,0.0,1.0,0.0,0.0
bumbu kasih sayang masak menu favorit semur lidah sapi badranaya dihidangkan untukmu duhai pujaan hati ,,joy,0.0,1.0,0.0,0.0,0.0
restu orang emang gilingan udah mentok nyari literatur tambahan ,,sadness,0.0,0.0,0.0,1.0,0.0
marah sakit fisik physicallyhurting ,,love,0.0,0.0,1.0,0.0,0.0
berjuang menahan kemarahan menggelegak ,,anger,0.0,0.0,0.0,0.0,1.0
hidup dedikasikan peruntukkan contoh rela mengubur mimpi memperjuangkan cita cita sesayang merasakan sulitnya hidup lalui ,,love,0.0,0.0,1.0,0.0,0.0
mudah terupload smua mudik karna fans modal quota butuh daerah jaringan bagus hiksss hitungan slsi kalo donlot rumahku ,,anger,0.0,0.0,0.0,0.0,1.0
emang sepele bikin ngedown ,,fear,1.0,0.0,8.758162793128547e-245,0.0,0.0
momen terhubung emosi pikiran ,,love,0.0,0.0,1.0,0.0,0.0
username username username username uang konsumsi buka puasa bareng anak yatim dibayarkan katering ,,sadness,0.0,7.430826052501524e-214,0.0,1.0,0.0
ngobrol,,love,0.0,0.0,1.0,0.0,0.0
keahlian cewek kalo udah sayang banget mempertahankan ,,love,0.0,0.0,1.0,0.0,0.0
sbagai pribadi katolik bangga yesus dlam hidup sbesar apapun msalah hidup ,,anger,0.0,0.0,0.0,0.0,1.0
maju pelajaran ,,anger,0.0,0.0,0.0,0.0,1.0
desain razer banget modern bezel tipis kemampuan gaming spek desain elegan hipnotis apple pudar contoh username ,,joy,0.0,1.0,0.0,0.0,0.0
username only educated isteri ,,sadness,0.0,0.0,0.0,1.0,0.0
terjebak pusaran takut sulit melawan whirlpooloffear ,,fear,1.0,0.0,0.0,0.0,0.0
username kaco manusiawi ,,love,0.0,0.0,1.0,0.0,0.0
marah membuatmu memutar ulang amukanmu timewarper ,,anger,0.0,0.0,0.0,0.0,1.0
tokoh capres abadi gagal laluny benci allah prabocor otakny bocor bocor bocor pengikutny otakny moter username username username ,,anger,0.0,0.0,0.0,0.0,1.0
kartu pria wanita sikapmu baiknya tinggalkan pintar darimu miliki ,,sadness,0.0,0.0,0.0,1.0,0.0
mengenalnya,,love,0.0,0.0,1.0,0.0,0.0
username email traveloka telfon call center cuman kali karna berfaedah trus nyepam facebook penuh makian garuda malemnya masuk transferannya wqwq tergantung maskapai kayaknya soale sodaraku ,,joy,0.0,1.0,0.0,0.0,0.0
happy mensive kaliannn langgeng ,,love,0.0,0.0,1.0,0.0,0.0
prof,,fear,1.0,0.0,0.0,0.0,0.0
commuting pagi bintara pejambon ,,love,0.0,0.0,1.0,0.0,0.0
,,love,0.0,0.0,1.0,0.0,0.0
sumpah alah cowoknya malu alay diajak chesecake factory lalalayeyeyeye ,,love,0.0,0.0,1.0,0.0,0.0
slalu bersamakuu cinta membuatku bertahan tanah asing ,,love,0.0,0.0,1.0,0.0,0.0
maaf polisi jaksa dibiarkan efek jera pelajaran ,,anger,0.0,0.0,0.0,0.0,1.0
jokowi rezim menteri korup percaya adakan pembuktian terbalik korupsi ,,anger,0.0,0.0,0.0,0.0,1.0
cinta rencanakan cinta cinta sejati sengaja detak jantung irama menghasilkan moment penuh arti keseleocinta efekgabisatidur ,,love,0.0,0.0,1.0,0.0,0.0
pintu berderik derik terbuka ,,fear,1.0,0.0,0.0,0.0,0.0
orang habis pikir orang menganggap wajar menyalahkan vallen dianggap lebay ,,anger,0.0,0.0,0.0,0.0,1.0
melawan sibuk selasamu ,,love,0.0,0.0,1.0,0.0,0.0
momen mendalam terhubung energi positif ,,love,0.0,0.0,1.0,0.0,0.0
bekasi sayangnya terelakkan bekasi panas banget bekasi weekend sore malam macet banget diatasin panas pake ngindarin macet rencanakan jadwal rumah ,,sadness,0.0,0.0,0.0,1.0,0.0
happy mensive love makasih nemenin kerasa perjalanannya ,,sadness,0.0,0.0,0.0,1.0,0.0
